159294915478,Pager duty during back-to-back SEV 1 incidents,http://lifeofasoftwareengineer.tumblr.com/post/159294915478/pager-duty-during-back-to-back-sev-1-incidents,http://i.imgur.com/IEbxtAF.gif,1
159234956448,When you have to triage hundreds of unit test failures,http://lifeofasoftwareengineer.tumblr.com/post/159234956448/when-you-have-to-triage-hundreds-of-unit-test,https://media.giphy.com/media/fcEQaKl4KTtrq/giphy.gif,1
155440169213,When someone across the company breaks something you own,http://lifeofasoftwareengineer.tumblr.com/post/155440169213/when-someone-across-the-company-breaks-something,http://i.imgur.com/hhotiFH.gif,8
153180726293,Why my regexes fail,http://lifeofasoftwareengineer.tumblr.com/post/153180726293/why-my-regexes-fail,http://i.imgur.com/eLhgsFM.gif,2
152700972298,Scariest pumpkin of them all,http://lifeofasoftwareengineer.tumblr.com/post/152700972298/scariest-pumpkin-of-them-all,https://68.media.tumblr.com/3feae232d942ba728fac2796b4e7056c/tumblr_inline_og36l4ieZ01qzjm79_540.png,18
152697875683,Getting code reviews that only change whitespace,http://lifeofasoftwareengineer.tumblr.com/post/152697875683/getting-code-reviews-that-only-change-whitespace,http://i.imgur.com/2xzOSUO.gif,4
152697787893,The lead software engineer at the end of the day,http://lifeofasoftwareengineer.tumblr.com/post/152697787893/the-lead-software-engineer-at-the-end-of-the-day,http://i.imgur.com/1mocbuL.gif,13
144470894353,The lead software engineer at the end of the day,http://lifeofasoftwareengineer.tumblr.com/post/144470894353,http://i.imgur.com/qv3pCLt.png,9
144470850473,The lead software engineer at the end of the day,http://lifeofasoftwareengineer.tumblr.com/post/144470850473,http://i.imgur.com/1zJRI9q.png,14
144470759463,Motto of the senior engineer,http://lifeofasoftwareengineer.tumblr.com/post/144470759463/motto-of-the-senior-engineer,https://dl.dropboxusercontent.com/u/113994/silly/31020162107139.jpg,12
144470687798,Shipping a really old feature branch,http://lifeofasoftwareengineer.tumblr.com/post/144470687798/shipping-a-really-old-feature-branch,https://media.giphy.com/media/143vPc6b08locw/giphy.gif,3
142037100868,Every time I try to configure Xcode build settings,http://lifeofasoftwareengineer.tumblr.com/post/142037100868/every-time-i-try-to-configure-xcode-build-settings,https://media.giphy.com/media/VHbEKAhVt3GDe/giphy.gif,7
140633923623,Essential Reading.,http://lifeofasoftwareengineer.tumblr.com/post/140633923623/essential-reading,https://68.media.tumblr.com/880aa75b3475f8e10cb105ac968944ef/tumblr_inline_o3ogb94SFC1qzjm79_540.jpg,40
139915427028,How I feel using Google Analytics Realtime to watch a user navigate my site,http://lifeofasoftwareengineer.tumblr.com/post/139915427028/how-i-feel-using-google-analytics-realtime-to,https://media.giphy.com/media/6lYksdF4pZ2NO/giphy-downsized-large.gif,12
139707031278,Web Development with Assembly,http://lifeofasoftwareengineer.tumblr.com/post/139707031278/web-development-with-assembly,http://imgur.com/xWPC26m.png,11
139573985863,Memory leaks with video streams,http://lifeofasoftwareengineer.tumblr.com/post/139573985863/memory-leaks-with-video-streams,http://i.imgur.com/feYW4bv.gif,8
139573840673,The way of all projects,http://lifeofasoftwareengineer.tumblr.com/post/139573840673/the-way-of-all-projects,http://i.imgur.com/92Ep7Yd.png,11
139456327038,What I try to tell myself after a rough review,http://lifeofasoftwareengineer.tumblr.com/post/139456327038/what-i-try-to-tell-myself-after-a-rough-review,http://i.imgur.com/4jq38pt.jpg,15
139456230193,Programming in a Nutshell,http://lifeofasoftwareengineer.tumblr.com/post/139456230193/programming-in-a-nutshell,http://i.imgur.com/JMfvmzM.png,27
139177400968,Whenever the senior engineer sends me an IM,http://lifeofasoftwareengineer.tumblr.com/post/139177400968/whenever-the-senior-engineer-sends-me-an-im,http://i.imgur.com/AeOGHk9.gif,8
139177351838,Pretty Accurate,http://lifeofasoftwareengineer.tumblr.com/post/139177351838/pretty-accurate,http://i.imgur.com/0vclLjO.png,25
139177264808,The secret ingredient of Ruby,http://lifeofasoftwareengineer.tumblr.com/post/139177264808/the-secret-ingredient-of-ruby,http://i.imgur.com/YsbKHg1.gif,10
139177224678,When your code review gets blocked because you added whitespace,http://lifeofasoftwareengineer.tumblr.com/post/139177224678/when-your-code-review-gets-blocked-because-you,http://i.imgur.com/Ti2MdcE.gif,2
139177157668,The State of Web Accessibility Today,http://lifeofasoftwareengineer.tumblr.com/post/139177157668/the-state-of-web-accessibility-today,http://i.imgur.com/WyGFMNi.gif,8
135805130368,Last day of an internship,http://lifeofasoftwareengineer.tumblr.com/post/135805130368/last-day-of-an-internship,http://i.imgur.com/OpxCzd7.gif,10
